3,3.5,4,4.5,5.8,6.666666667,7.285714286,7.875,8.333333333,9,9.545454545,9.75,10.23076923,10.71428571,11.06666667,11.375,11.52941176,11.61111111,11.63157895,11.85,11.95238095,12.04545455,12.17391304,12.29166667,12.44,12.61538462,12.77777778,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.76190476,15.6744186,15.59090909,15.48888889,15.36956522,15.27659574,15.25,15.18367347,15.2,15.21568627,15.19230769,15.24528302,15.2037037,15.18181818,15.10714286,15.10526316,15.05172414,15,14.98333333,15,14.96774194,14.96825397,14.96875,14.96923077,14.95454545,14.94029851,15,15.13043478,15.1,15.08450704,15.06944444,15.05479452,15.08108108,15.17333333,15.19736842,15.23376623,15.25641026,15.29113924,15.3375,15.43209877,15.40243902,15.37349398,15.41666667,15.42352941,15.46511628,15.48275862,15.48863636,15.50561798,15.54444444,15.61538462,15.65217391,15.72043011,15.78723404,15.84210526,15.89583333,15.96907216,16.05102041
3,3.5,3.333333333,4.5,5.4,6,6.857142857,7.375,7.777777778,8.1,8.454545455,9,9.769230769,10.5,10.93333333,10.625,10.41176471,10.33333333,10.31578947,10.3,10.28571429,10.31818182,10.30434783,10.33333333,10.4,10.5,10.66666667,10.82142857,11,11.16666667,11.38709677,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.28813559,15.16666667,15.1147541,14.98387097,14.9047619,14.90625,14.87692308,14.89393939,14.80597015,14.79411765,14.76811594,14.74285714,14.73239437,14.75,14.75342466,14.72972973,14.77333333,14.81578947,14.80519481,14.76923077,14.75949367,14.7625,14.80246914,14.8902439,14.90361446,14.97619048,15.01176471,15.09302326,15.13793103,15.15909091,15.20224719,15.23333333,15.2967033,15.36956522,15.4516129,15.53191489,15.6,15.66666667,15.74226804,15.83673469
2,5,6,7,7.6,8,8.285714286,8.75,9,11.35714286,11.35714286,11.35714286,11.35714286,11.35714286,11.06666667,10.9375,10.88235294,10.88888889,10.94736842,11,11.04761905,11.31818182,11.43478261,11.5,11.6,11.73076923,11.92592593,12.17857143,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.82142857,15.64912281,15.5,15.3559322,15.26666667,15.14754098,15.17741935,15.11111111,15.109375,15.09230769,15.07575758,15.05970149,15.04411765,14.98550725,14.97142857,14.94366197,15.02777778,15,15.02702703,15.05333333,15.10526316,15.14285714,15.14102564,15.18987342,15.225,15.24691358,15.2804878,15.30120482,15.3452381,15.41176471,15.47674419,15.55172414,15.64772727,15.73033708,15.81111111,15.9010989,15.9673913,16.02150538,16.11702128,16.2,16.27083333,16.34020619,16.41836735
5,7.5,8.333333333,8.75,9.4,9.666666667,10,10.375,10.66666667,11,11.92307692,11.92307692,11.92307692,11.57142857,11.26666667,11.4375,11.23529412,11.11111111,11.21052632,11.05,11,10.90909091,10.91304348,11.20833333,11.72,12.03846154,12,12,12,12.03333333,12.4516129,12.5,12.57575758,12.55882353,12.65714286,12.75,12.86486486,13.02631579,13.23076923,13.275,13.34146341,13.61904762,13.72093023,14.02272727,14.26666667,14.32608696,14.38297872,14.54166667,14.71428571,14.88,14.94117647,14.98076923,15.01886792,15.03703704,15.18181818,15.79661017,15.79661017,15.79661017,15.79661017,15.9,15.86885246,15.91935484,15.92063492,15.984375,15.93846154,15.92424242,15.98507463,16.02941176,16.08695652,16.14285714,16.05633803,16,15.91780822,15.89189189,15.88,15.85526316,15.80519481,15.82051282,15.79746835,15.7875,15.81481481,15.85365854,15.87951807,15.9047619,15.94117647,16,16.05747126,16.14772727,16.23595506,16.27777778,16.31868132,16.38043478,16.46236559,16.54255319,16.62105263,16.69791667,16.79381443,16.87755102
4,4.5,4.666666667,5,5.4,5.833333333,6.428571429,6.625,6.777777778,6.8,7.272727273,7.5,7.769230769,8.142857143,8.333333333,8.625,9,9.5,9.578947368,9.7,9.857142857,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.58536585,14.45238095,14.48837209,14.45454545,14.51111111,14.36956522,14.25531915,14.14583333,14.06122449,13.96,13.8627451,13.86538462,13.86792453,13.85185185,13.78181818,13.71428571,13.66666667,13.67241379,13.69491525,13.68333333,13.68852459,13.70967742,13.76190476,13.796875,13.87692308,13.96969697,14.02985075,14.01470588,13.92753623,13.94285714,14.02816901,14.09722222,14.08219178,14.08108108,14.14666667,14.26315789,14.33766234,14.32051282,14.3164557,14.35,14.34567901,14.40243902,14.45783133,14.53571429,14.62352941,14.69767442,14.8045977,14.85227273,14.95505618,15.06666667,15.20879121,15.27173913,15.32258065,15.38297872,15.44210526,15.52083333,15.64948454,15.74489796
5,5.5,6,6.25,6.6,7.166666667,7.571428571,8.125,8.222222222,8.3,8.454545455,8.583333333,8.769230769,8.857142857,9.2,9.5,9.705882353,10.11111111,10.57894737,11.05,11.23809524,11.36363636,11.65217391,12,12.04,12.23076923,12.2962963,12.35714286,12.4137931,12.73333333,12.83870968,13.375,13.48484848,13.67647059,13.91428571,14.16666667,14.37837838,14.63157895,14.82051282,14.75,14.58536585,14.45238095,14.46511628,14.36363636,14.46666667,14.5,14.5106383,14.47916667,14.71428571,14.72,14.74509804,14.75,14.79245283,14.81481481,14.87272727,14.89285714,15,15.27586207,15.30508475,15.35,15.47540984,15.66129032,15.76190476,15.921875,16.03076923,15.96969697,16.08955224,16.01470588,15.95652174,15.95714286,16.11267606,16.09722222,16.17808219,16.10810811,16.01333333,16.11842105,16.15584416,16.12820513,16.03797468,15.9375,15.92592593,15.8902439,15.81927711,15.75,15.69411765,15.63953488,15.59770115,15.61363636,15.59550562,15.57777778,15.58241758,15.59782609,15.6344086,15.65957447,15.76842105,15.80208333,15.82474227,15.8877551
6,6.5,6.666666667,6.5,7,7.333333333,7.714285714,8,8.222222222,8.5,8.818181818,8.916666667,9.076923077,9.285714286,9.466666667,9.6875,9.941176471,10.16666667,10.26315789,10.5,10.71428571,11,11.47826087,11.70833333,11.92,12.03846154,12.18518519,12.39285714,12.5862069,12.86666667,12.93548387,13,13.3030303,13.58823529,13.82857143,14.16666667,14.48648649,14.42105263,14.46153846,14.425,14.53658537,14.61904762,14.46511628,14.36363636,14.33333333,14.41304348,14.36170213,14.3125,14.3877551,14.3,14.21568627,14.13461538,14.22641509,14.22222222,14.21818182,14.21428571,14.22807018,14.20689655,14.18644068,14.18333333,14.18032787,14.17741935,14.19047619,14.25,14.29230769,14.62121212,14.68656716,14.79411765,14.94202899,14.95714286,14.94366197,14.94444444,15.01369863,15.01351351,15.12,15.14473684,15.22077922,15.24358974,15.27848101,15.325,15.33333333,15.36585366,15.55421687,15.60714286,15.65882353,15.84883721,15.97701149,16.06818182,16.26966292,16.24444444,16.24175824,16.25,16.29032258,16.46808511,16.74736842,16.78125,16.86597938,16.90816327
5,5.5,6,6.5,6.8,6.833333333,7.285714286,7.5,7.666666667,8,8.272727273,8.5,8.769230769,9.357142857,9.6,9.75,9.705882353,9.666666667,9.631578947,9.75,9.761904762,9.863636364,9.913043478,10,10.08,10.23076923,10.37037037,10.46428571,10.55172414,10.73333333,10.74193548,10.8125,10.96969697,11.29411765,11.6,11.88888889,12.08108108,12.26315789,12.43589744,12.425,12.43902439,12.4047619,12.48837209,12.68181818,12.77777778,12.82608696,12.78723404,12.79166667,12.81632653,12.8,12.78431373,12.88461538,13.09433962,13.14814815,13.16363636,13.30357143,13.38596491,13.4137931,13.47457627,13.48333333,13.52459016,13.53225806,13.61904762,13.71875,13.8,13.81818182,13.95522388,14.02941176,14.07246377,14.1,14.15492958,14.23611111,14.30136986,14.39189189,14.46666667,14.61842105,14.79220779,14.88461538,15.01265823,15.25,15.35802469,15.42682927,15.5060241,15.58333333,15.68235294,15.77906977,15.89655172,15.93181818,15.94382022,15.96666667,15.98901099,16.32608696,16.41935484,16.46808511,16.54736842,16.63541667,16.70103093,16.81632653
6,7,7.333333333,7.5,7.6,7.666666667,7.857142857,8.125,8.333333333,8.6,8.818181818,9.166666667,9.384615385,9.642857143,9.8,10.0625,10.11764706,10.33333333,10.73684211,10.9,11,11.22727273,11.47826087,11.83333333,11.88,12.15384615,12.37037037,12.5,12.62068966,12.83333333,12.80645161,12.84375,12.84848485,12.91176471,12.97142857,13.11111111,13.10810811,13.18421053,13.38461538,13.45,13.6097561,13.76190476,13.95348837,13.93181818,13.86666667,13.86956522,13.80851064,13.8125,13.79591837,13.8,13.8627451,14,14.09433962,14.05555556,14.03636364,14.14285714,14.1754386,14.25862069,14.23728814,14.31666667,14.36065574,14.40322581,14.42857143,14.484375,14.52307692,14.62121212,14.68656716,14.80882353,14.95652174,15.05714286,15.12676056,15.13888889,15.26027397,15.36486486,15.49333333,15.55263158,15.61038961,15.61538462,15.67088608,15.7375,15.82716049,15.91463415,16.07228916,16.1547619,16.22352941,16.3255814,16.3908046,16.46590909,16.50561798,16.58888889,16.68131868,16.85869565,16.97849462,17.13829787,17.35789474,17.57291667,17.73195876,17.91836735
7,7,7,7.25,7.2,7.333333333,7.428571429,7.5,7.888888889,8.1,8.454545455,8.5,8.538461538,8.857142857,9.066666667,9.3125,9.352941176,9.444444444,9.578947368,9.9,10.33333333,10.54545455,10.52173913,10.54166667,10.6,10.84615385,11.18518519,11.32142857,11.48275862,11.66666667,11.90322581,12.34375,12.42424242,12.44117647,12.51428571,12.69444444,12.78378378,12.84210526,12.76923077,12.7,12.82926829,12.9047619,13.02325581,13.27272727,13.37777778,13.5,13.59574468,13.875,14,14.02,14,14.05769231,14.16981132,14.18518519,14.34545455,14.375,14.47368421,14.44827586,14.45762712,14.45,14.45901639,14.4516129,14.46031746,14.46875,14.46153846,14.46969697,14.46268657,14.5,14.52173913,14.54285714,14.5915493,14.76388889,14.84931507,14.93243243,15.01333333,15.10526316,15.20779221,15.30769231,15.44303797,15.55,15.67901235,15.76829268,15.86746988,15.96428571,16.03529412,16.09302326,16.1954023,16.42045455,16.4494382,16.56666667,16.68131868,16.81521739,16.91397849,16.9787234,17.10526316,17.1875,17.3814433,17.74489796
